OTU ID	Consensus Lineage
20911	
20917	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
20921	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
20923	
20932	Proteobacteria;Alphaproteobacteria;Rhizobiales
20941	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae
20944	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae
20945	Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus
20950	Proteobacteria;Alphaproteobacteria
20953	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Mobiluncus
20959	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
20964	Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
20976	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter
20981	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1;Bacillus;Bacillus c
20982	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces
20985	
20988	Proteobacteria;Gammaproteobacteria
20991	
20998	
20999	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae
21003	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
21004	Bacteroidetes
21006	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21007	Firmicutes;Clostridia;Clostridiales;Veillonellaceae
21022	
21034	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
21035	Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Olsenella
21045	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia
21052	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21063	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae
21071	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
21076	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
21081	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
21083	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp7
21085	
21086	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
21088	
21092	
21097	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
21099	Proteobacteria
21110	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
21114	Firmicutes;Bacilli;Bacillales
21115	
21118	Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Isosphaera
21124	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax
21125	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
21130	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
21131	Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Cystobacteraceae;Stigmatella
21132	Cyanobacteria;Cyanobacteria;Chloroplast
21141	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21142	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21145	
21148	Proteobacteria;Alphaproteobacteria;Rhizobiales
21150	
21156	
21161	
21164	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium
21166	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
21168	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21176	Bacteroidetes;Sphingobacteria;Sphingobacteriales
21180	
21181	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
21192	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae Incertae Sedis
21215	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
21222	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
21225	Actinobacteria;Actinobacteria
21226	Proteobacteria;Alphaproteobacteria;Rhizobiales
21227	Proteobacteria;Deltaproteobacteria
21230	
21235	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
21239	
21240	
21244	Proteobacteria;Alphaproteobacteria
21246	
21247	Proteobacteria
21248	
21249	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
21268	
21273	Proteobacteria;Betaproteobacteria;Burkholderiales
21281	Firmicutes;Clostridia;Clostridiales
21284	
21287	Root
21289	
21290	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
21292	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
21294	Firmicutes;Clostridia;Clostridiales
21301	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
21302	
21303	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia
21304	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae
21305	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Patulibacteraceae;Patulibacter
21306	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Tissierella
21312	Bacteroidetes
21314	
21315	Bacteroidetes;Bacteroidetes;Bacteroidales;Bacteroidaceae;Bacteroides
21321	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21322	
21325	Proteobacteria;Alphaproteobacteria
21330	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21334	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga
21338	Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Cystobacteraceae;Cystobacter
21346	Bacteroidetes;Sphingobacteria;Sphingobacteriales
21350	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
21351	
21352	
21358	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
21365	Bacteroidetes;Sphingobacteria;Sphingobacteriales
21370	
21374	Bacteroidetes
21379	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
21382	
21386	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21392	Proteobacteria;Alphaproteobacteria
21394	Proteobacteria;Alphaproteobacteria;Rhizobiales
21401	
21402	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae
21403	
21404	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
21406	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Geodermatophilaceae;Blastococcus
21407	
21413	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax
21415	
21420	
21421	Root
21425	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
21437	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Labrys
21441	
21446	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
21447	Bacteroidetes;Bacteroidetes;Bacteroidales;Bacteroidaceae;Bacteroides
21449	
21450	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21452	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21457	Proteobacteria
21463	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
21464	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
21470	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
21473	TM7;TM7_genera_incertae_sedis
21482	Proteobacteria;Alphaproteobacteria
21486	
21494	
21498	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
21500	Bacteroidetes
21502	
21503	Proteobacteria;Alphaproteobacteria
21510	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
21527	Proteobacteria
21534	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
21537	Bacteroidetes;Sphingobacteria;Sphingobacteriales
21551	Proteobacteria
21553	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
21554	Proteobacteria;Deltaproteobacteria
21555	Proteobacteria;Betaproteobacteria
21557	
21561	Proteobacteria;Betaproteobacteria;Burkholderiales;Incertae sedis 5
21565	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
21566	Proteobacteria
21572	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
21575	Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas
21577	Bacteroidetes;Sphingobacteria;Sphingobacteriales
21578	Firmicutes;Bacilli;Bacillales
21579	
21580	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae Incertae Sedis
21582	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
21590	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21591	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
21592	
21594	Bacteroidetes;Bacteroidetes;Bacteroidales;Prevotellaceae
21599	
21600	
21607	Proteobacteria
21622	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21623	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1;Bacillus;Bacillus f
21624	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter
21628	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae
21633	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21636	Proteobacteria;Deltaproteobacteria
21638	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium
21639	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae
21640	Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc
21650	Bacteroidetes;Sphingobacteria;Sphingobacteriales
21651	Firmicutes;Bacilli;Bacillales
21655	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter
21657	Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacteriaceae 1
21659	Proteobacteria;Alphaproteobacteria;Rhizobiales
21663	Firmicutes;Bacilli;Bacillales
21666	
21668	
21675	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiaceae 1;Clostridium
21677	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella
21681	
21689	OD1;OD1_genera_incertae_sedis
21695	Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Collinsella
21701	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
21709	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae
21716	Bacteroidetes
21721	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21726	
21727	TM7;TM7_genera_incertae_sedis
21730	Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
21738	Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
21739	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
21740	Bacteroidetes;Sphingobacteria;Sphingobacteriales
21741	Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera
21743	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae Incertae Sedis
21745	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Propionibacteriaceae;Propionibacterium
21748	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21750	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21752	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae
21755	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces
21757	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
21762	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
21765	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21768	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiaceae 1;Clostridium
21771	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiaceae 1;Clostridium
21772	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
21780	Proteobacteria
21782	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter
21786	
21787	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
21797	Proteobacteria;Alphaproteobacteria;Rhizobiales
21801	
21808	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
21812	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae
21813	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae
21818	
21819	Bacteroidetes;Bacteroidetes;Bacteroidales
21820	
21821	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae
21822	
21823	Bacteroidetes;Sphingobacteria;Sphingobacteriales
21846	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
21850	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Hymenobacter
21855	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
21856	Firmicutes
21870	
21871	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21874	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
21876	Proteobacteria
21879	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
21880	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
21881	Proteobacteria;Alphaproteobacteria
21882	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
21885	Proteobacteria
21889	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
21892	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Selenomonas
21895	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema
21896	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21898	
21899	Proteobacteria
21900	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
21902	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
21909	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces
21910	
21911	
21913	Bacteroidetes;Sphingobacteria;Sphingobacteriales
21930	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21934	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
21939	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21941	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Sejongia
21942	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides
21943	Proteobacteria;Deltaproteobacteria
21945	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp25
21949	
21951	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
21956	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Kineosporiaceae;Kineococcus
21957	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
21961	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Kineosporiaceae;Kineosporia
21966	Proteobacteria;Alphaproteobacteria;Rhizobiales
21968	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
21969	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
21970	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
21975	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae
21976	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes
21978	
21979	
21982	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
21988	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
21990	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter
21993	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
21996	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
21998	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Arcicella
21999	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Rothia
22004	Firmicutes;Bacilli;Bacillales
22005	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
22007	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
22019	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Parvimonas
22020	
22021	
22025	
22026	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
22027	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
22028	
22029	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Propionibacteriaceae;Propionibacterium
22037	Proteobacteria
22040	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae
22041	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella
22042	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
22049	Proteobacteria;Betaproteobacteria
22050	
22053	Bacteroidetes;Sphingobacteria;Sphingobacteriales
22058	Bacteroidetes
22059	
22060	Proteobacteria;Alphaproteobacteria;Rhizobiales
22062	Proteobacteria;Alphaproteobacteria
22063	
22067	
22072	Bacteroidetes;Sphingobacteria;Sphingobacteriales
22073	
22074	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Anaerococcus
22082	Bacteroidetes
22084	
22088	
22092	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
22094	
22096	
22097	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
22100	
22101	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Nevskia
22108	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
22114	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
22115	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Opitutaceae;Opitutus
22116	
22117	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Xiphinematobacteriaceae
22118	Root
22122	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
22126	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
22129	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
22136	Proteobacteria;Gammaproteobacteria
22137	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Xiphinematobacteriaceae;Xiphinematobacteriaceae_genera_incertae_sedis
22146	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1;Bacillus
22153	Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus
22154	Proteobacteria;Alphaproteobacteria;Rhizobiales
22155	Proteobacteria
22156	Firmicutes;Clostridia;Clostridiales
22157	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
22163	Root
22165	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae Incertae Sedis
22167	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
22168	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Flectobacillus
22173	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
22178	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae
22179	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
22184	Proteobacteria
22186	
22188	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
22194	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
22196	Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia
22206	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
22207	Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae
22209	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
22213	Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter
22226	Bacteroidetes;Sphingobacteria;Sphingobacteriales
22227	Proteobacteria
22240	
22241	TM7;TM7_genera_incertae_sedis
22243	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
22244	Bacteroidetes;Sphingobacteria;Sphingobacteriales
22254	Bacteroidetes
22259	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
22270	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIII
22278	Bacteroidetes;Sphingobacteria;Sphingobacteriales
22281	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
22282	OD1;OD1_genera_incertae_sedis
22287	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
22290	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
22295	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
22298	Firmicutes;Clostridia;Clostridiales;Veillonellaceae
22302	
22306	
22309	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
22316	
22318	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
22319	Proteobacteria;Alphaproteobacteria
22324	Proteobacteria;Gammaproteobacteria
22331	Proteobacteria;Betaproteobacteria;Burkholderiales;Incertae sedis 5;Aquabacterium
22346	
22348	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae
22349	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
22350	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
22355	
22359	Proteobacteria;Alphaproteobacteria;Rhizobiales
22360	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
22362	TM7;TM7_genera_incertae_sedis
22365	
22371	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Hymenobacter
22374	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
22375	Proteobacteria;Alphaproteobacteria
22377	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
22381	
22383	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
22390	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
22391	Proteobacteria;Alphaproteobacteria;Rhizobiales
22393	
22395	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
22397	Actinobacteria;Actinobacteria
22400	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
22407	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Varibaculum
22410	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium
22411	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
22413	Firmicutes;Bacilli;Lactobacillales
22417	Bacteroidetes;Sphingobacteria;Sphingobacteriales
22418	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
22422	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
22424	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Spirosoma
22426	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus
22428	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Brevibacteriaceae;Brevibacterium
22433	Proteobacteria;Betaproteobacteria;Burkholderiales
22434	
22436	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Muricoccus
22438	Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium
22440	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
22441	
22448	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
22449	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
22461	Proteobacteria
22462	Proteobacteria;Alphaproteobacteria
22465	
22467	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
22468	Proteobacteria;Betaproteobacteria;Burkholderiales
22477	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus
22478	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
22484	TM7;TM7_genera_incertae_sedis
22487	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
22491	Bacteroidetes;Sphingobacteria;Sphingobacteriales
22508	Bacteroidetes;Sphingobacteria;Sphingobacteriales
22510	Firmicutes;Clostridia;Clostridiales;Veillonellaceae
22511	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
22515	TM7;TM7_genera_incertae_sedis
22523	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
22524	Bacteroidetes;Sphingobacteria;Sphingobacteriales
22526	Proteobacteria
22529	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
22535	
22543	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
