OTU ID	Consensus Lineage
4496	
4507	Proteobacteria;Betaproteobacteria;Burkholderiales
4516	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
4528	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
4530	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
4532	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Geodermatophilaceae;Blastococcus
4533	
4535	Proteobacteria;Betaproteobacteria
4540	Bacteroidetes;Sphingobacteria;Sphingobacteriales
4542	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides
4544	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Anaerococcus
4545	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges
4548	
4551	Proteobacteria;Alphaproteobacteria;Rhizobiales
4554	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Bulleidia
4559	TM7;TM7_genera_incertae_sedis
4561	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
4563	Proteobacteria
4566	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
4572	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1;Bacillus;Bacillus d
4578	
4580	Proteobacteria;Alphaproteobacteria;Rhizobiales
4583	Proteobacteria;Alphaproteobacteria
4585	
4587	Bacteroidetes
4593	Root
4594	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas
4595	Proteobacteria;Alphaproteobacteria;Rhizobiales
4597	TM7;TM7_genera_incertae_sedis
4598	
4600	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium
4604	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae
4605	Proteobacteria;Betaproteobacteria
4606	Proteobacteria
4607	Proteobacteria
4609	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
4612	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae
4615	
4617	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae
4618	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
4625	
4629	Root
4637	Proteobacteria
4644	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
4651	Proteobacteria
4653	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
4659	
4660	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
4661	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae;Rubrobacter
4667	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
4671	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Subdivision 3;Subdivision 3_genera_incertae_sedis
4672	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
4673	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
4681	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
4687	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
4689	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
4694	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
4700	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Opitutaceae;Opitutus
4702	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae
4705	Firmicutes;Clostridia;Clostridiales;Veillonellaceae
4707	Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
4709	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
4711	Bacteroidetes;Sphingobacteria;Sphingobacteriales
4714	
4715	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Amycolatopsis
4720	Proteobacteria
4722	
4733	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Xiphinematobacteriaceae;Xiphinematobacteriaceae_genera_incertae_sedis
4741	Proteobacteria;Alphaproteobacteria
4744	
4751	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Tsukamurellaceae;Tsukamurella
4765	
4768	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
4769	Proteobacteria;Alphaproteobacteria
4770	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Arcanobacterium
4772	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
4778	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
4779	Proteobacteria
4780	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus
4783	Proteobacteria;Gammaproteobacteria
4790	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
4794	Bacteroidetes
4795	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
4804	Proteobacteria;Deltaproteobacteria
4814	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
4816	Proteobacteria;Alphaproteobacteria
4825	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae
4826	Bacteroidetes;Bacteroidetes;Bacteroidales;Rikenellaceae;Alistipes
4834	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Catellatospora
4839	
4842	Proteobacteria;Alphaproteobacteria
4844	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
4851	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
4852	
4858	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp5
4861	
4871	Bacteroidetes
4873	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
4874	Proteobacteria
4881	
4884	Proteobacteria
4894	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella
4897	TM7;TM7_genera_incertae_sedis
4899	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
4900	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
4903	
4907	Firmicutes;Bacilli;Bacillales;Incertae Sedis XI;Gemella
4913	
4914	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
4916	Bacteroidetes
4921	
4927	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiaceae 1;Clostridium
4932	
4933	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
4935	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
4943	
4951	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Friedmanniella
4953	Proteobacteria;Alphaproteobacteria;Rhodospirillales
4956	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria
4959	Proteobacteria;Betaproteobacteria
4960	Firmicutes
4963	Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella
4965	Proteobacteria;Alphaproteobacteria;Rhizobiales
4975	Proteobacteria;Betaproteobacteria
4977	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Microbacterium
4983	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella
4987	Firmicutes;Bacilli
4995	
5002	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
5003	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae
5005	Proteobacteria;Alphaproteobacteria;Rhizobiales
5009	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
5011	
5012	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae
5013	Proteobacteria;Alphaproteobacteria
5014	Bacteroidetes;Bacteroidetes;Bacteroidales
5015	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
5016	Proteobacteria;Alphaproteobacteria
5018	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
5019	
5020	Proteobacteria
5024	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
5030	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
5035	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Xiphinematobacteriaceae;Xiphinematobacteriaceae_genera_incertae_sedis
5037	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
5049	
5057	Firmicutes;Clostridia;Clostridiales
5058	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
5062	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
5063	Proteobacteria;Betaproteobacteria
5064	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
5067	
5075	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides
5078	Firmicutes;Clostridia;Clostridiales
5079	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
5087	Proteobacteria;Alphaproteobacteria;Rhizobiales
5088	
5091	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
5092	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5097	Bacteroidetes;Bacteroidetes;Bacteroidales
5098	
5099	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
5101	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
5102	
5103	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5106	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
5113	
5117	Firmicutes;Clostridia;Clostridiales
5118	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5119	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5121	Cyanobacteria;Cyanobacteria;Chloroplast;Cryptomonadaceae
5126	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
5127	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
5129	Proteobacteria
5132	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae
5133	Proteobacteria;Betaproteobacteria;Burkholderiales
5134	
5142	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp7
5144	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Saprospiraceae
5146	Root
5147	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
5148	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
5150	Proteobacteria;Alphaproteobacteria;Rhizobiales
5152	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
5159	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae
5160	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus
5161	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae
5163	Firmicutes;Clostridia;Clostridiales
5165	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
5169	Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Parabacteroides
5171	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5173	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
5178	
5183	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5191	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae
5192	Proteobacteria;Alphaproteobacteria;Rhizobiales
5193	Proteobacteria
5197	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
5201	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
5202	
5203	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Brevibacteriaceae;Brevibacterium
5207	Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella
5209	
5211	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum
5217	Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Porphyromonas
5220	
5221	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp13
5222	
5224	TM7;TM7_genera_incertae_sedis
5227	Bacteroidetes;Bacteroidetes;Bacteroidales;Bacteroidaceae;Bacteroides
5230	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5231	Cyanobacteria;Cyanobacteria;Family I;GpI
5234	Proteobacteria;Betaproteobacteria;Burkholderiales
5239	Proteobacteria
5242	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Curtobacterium
5243	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila
5247	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp18
5250	
5256	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
5263	Proteobacteria
5264	
5273	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
5276	Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Atopobium
5286	Actinobacteria;Actinobacteria
5287	
5288	Proteobacteria;Deltaproteobacteria;Myxococcales
5289	Bacteroidetes;Bacteroidetes;Bacteroidales;Bacteroidaceae;Bacteroides
5291	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium
5296	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
5300	Bacteroidetes
5301	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Anaerococcus
5303	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas
5308	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
5310	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
5311	
5317	Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter
5326	
5329	Bacteroidetes
5330	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Adhaeribacter
5331	Bacteroidetes
5334	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae Incertae Sedis
5337	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
5341	
5346	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5352	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5353	Proteobacteria
5354	TM7;TM7_genera_incertae_sedis
5358	
5365	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Marmoricola
5367	Bacteroidetes
5368	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
5378	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
5379	Proteobacteria;Alphaproteobacteria;Rhizobiales
5380	Bacteroidetes
5381	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
5384	Bacteroidetes
5387	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
5390	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5392	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
5393	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
5397	
5404	Proteobacteria;Betaproteobacteria
5412	
5415	
5417	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Incertae sedis 6;Enhydrobacter
5434	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
5435	Root
5443	Bacteroidetes
5445	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
5446	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5448	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae
5460	
5470	Cyanobacteria;Cyanobacteria;Chloroplast;Streptophyta
5471	
5472	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
5478	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
5489	Proteobacteria;Alphaproteobacteria;Rhizobiales
5491	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae
5492	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp16
5498	Proteobacteria
5512	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5539	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
5544	Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae
5545	Proteobacteria;Gammaproteobacteria
5547	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
5550	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1;Bacillus;Bacillus c
5557	
5558	Proteobacteria
5559	
5562	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae
5565	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiaceae 1
5566	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
5569	Bacteroidetes
5573	
5578	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
5579	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae
5582	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
5590	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5592	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Intrasporangiaceae;Ornithinimicrobium
5594	
5597	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5600	Proteobacteria;Alphaproteobacteria;Rhizobiales
5611	Proteobacteria;Deltaproteobacteria;Myxococcales;Sorangineae;Polyangiaceae
5615	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5621	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
5622	Proteobacteria;Betaproteobacteria
5623	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
5624	Proteobacteria;Gammaproteobacteria
5627	Proteobacteria
5632	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae;Terrimonas
5640	Proteobacteria;Betaproteobacteria;Burkholderiales
5641	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5645	
5647	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
5648	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
5649	
5657	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
5665	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
5671	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5672	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae
5674	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillaceae 1;Paenibacillus
5676	
5677	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
5680	
5684	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
5689	Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae;Fluviicola
5690	Proteobacteria
5693	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
5703	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
5709	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria
5710	Firmicutes;Clostridia;Clostridiales
5712	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
5715	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Kineosporiaceae;Kineococcus
5719	
5720	
5722	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
5725	Proteobacteria
5727	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
5729	Proteobacteria;Alphaproteobacteria;Rhizobiales
5738	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5739	Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Dysgonomonas
5740	
5741	Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae
5742	TM7;TM7_genera_incertae_sedis
5746	
5748	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
5749	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
5751	
5752	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides
5753	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter
5756	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
5759	Proteobacteria;Alphaproteobacteria
5763	Actinobacteria;Actinobacteria
5764	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1;Bacillus;Bacillus c
5765	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5767	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
5772	Bacteroidetes
5773	Proteobacteria
5777	
5780	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae
5781	
5783	
5789	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga
5790	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
5797	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
5799	
5802	Bacteroidetes
5804	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
5805	
5812	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
5815	Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Parabacteroides
5817	Bacteroidetes
5825	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillaceae 1;Bacillus
5826	Cyanobacteria;Cyanobacteria;Chloroplast;Bacillariophyta
5828	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae
5830	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
5833	Firmicutes;Clostridia;Clostridiales
5834	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5838	
5846	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
5851	
5853	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
5854	Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
5855	
5860	
5865	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
5868	Proteobacteria;Alphaproteobacteria
5871	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
5876	Proteobacteria
5877	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
5881	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Friedmanniella
5889	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae
5895	Bacteroidetes
5896	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5902	Cyanobacteria;Cyanobacteria
5903	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flexibacteraceae;Spirosoma
5906	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae
5909	
5911	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae Incertae Sedis
5912	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
5915	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5916	
5918	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae
5919	Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales;Rubrobacterineae;Rubrobacteraceae
5921	Firmicutes;Clostridia;Clostridiales;Incertae Sedis XI;Peptoniphilus
5926	Proteobacteria
5928	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae
5930	
5931	Bacteroidetes
5932	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
5934	Proteobacteria
5939	TM7;TM7_genera_incertae_sedis
5960	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5965	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
5976	
5977	Bacteroidetes;Sphingobacteria;Sphingobacteriales;Crenotrichaceae
5979	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiaceae 1
5980	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae
5982	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga
5983	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp2
5984	
5986	Bacteroidetes;Sphingobacteria;Sphingobacteriales
5987	Proteobacteria;Alphaproteobacteria
5988	Firmicutes
5989	Bacteroidetes;Bacteroidetes;Bacteroidales
5990	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp6
5993	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
5994	Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Atopobium
5996	
5998	Proteobacteria;Alphaproteobacteria;Rhizobiales
6002	Bacteroidetes
6003	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6004	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
6008	Proteobacteria;Deltaproteobacteria;Myxococcales
6011	Proteobacteria;Alphaproteobacteria;Rhizobiales
6014	
6016	
6019	TM7;TM7_genera_incertae_sedis
6023	
6025	
6027	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales
6029	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium
6033	Proteobacteria;Betaproteobacteria
6035	Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp4
6037	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillaceae 1;Paenibacillus
6038	Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae
6039	Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga
